indiv_din_ts_code,indiv_din_trade_date,indiv_din_total_mv,indiv_din_float_mv,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb
000300.SH,20250219,57166108260540.0,42750593057915.0,4210734128793.0,3204071822363.0,1104786913929.0,0.57,1.65,13.18,12.74,1.37
000300.SH,20250218,56979677026167.0,42579231449373.0,4210734128793.0,3204071822363.0,1104341535221.0,0.65,1.9,13.13,12.7,1.36
000300.SH,20250217,57258505018413.0,42815914796783.0,4210732839789.0,3204071723138.0,1104348194168.0,0.67,1.93,13.2,12.76,1.37
000300.SH,20250214,57170628718278.0,42750982484953.0,4210737320978.0,3204055273265.0,1104113719356.0,0.54,1.57,13.18,12.74,1.37
000300.SH,20250213,56772566218239.0,42451108244739.0,4210433919732.0,3203751872019.0,1103851391340.0,0.54,1.56,13.09,12.66,1.36
000300.SH,20250212,56903443692458.0,42534618608458.0,4210433919732.0,3203751872019.0,1103875889840.0,0.51,1.49,13.12,12.68,1.36
000300.SH,20250211,56443797375688.0,42205726948093.0,4210430006499.0,3203747958786.0,1103918486079.0,0.52,1.51,13.01,12.58,1.35
000300.SH,20250210,56441680540238.0,42253231989809.0,4209988780200.0,3202977226527.0,1103295653043.0,0.59,1.71,13.01,12.58,1.35
000300.SH,20250207,56299479439903.0,42200584000754.0,4209988780200.0,3202977227727.0,1103305994912.0,0.69,2.01,12.97,12.55,1.35
000300.SH,20250206,55786971634115.0,41744546480599.0,4209918209935.0,3202916504652.0,1103245593437.0,0.52,1.52,12.86,12.44,1.34
000300.SH,20250205,55251127431574.0,41332794985061.0,4209983707041.0,3202983562900.0,1103327239285.0,0.49,1.42,12.73,12.32,1.32
000300.SH,20250127,55803594902336.0,41751468463573.0,4209982585707.0,3202951538763.0,1103289033565.0,0.46,1.33,12.86,12.44,1.34
000300.SH,20250124,55706122680357.0,41673121066244.0,4209702299967.0,3194660508773.0,1102801744054.0,0.47,1.35,12.84,12.43,1.33
000300.SH,20250123,55469854228456.0,41375883509596.0,4209709555898.0,3189969775373.0,1098111010654.0,0.57,1.64,12.78,12.38,1.33
000300.SH,20250122,55085352286540.0,41140137871882.0,4209714607072.0,3189969775373.0,1098111010654.0,0.43,1.25,12.69,12.3,1.32
000300.SH,20250121,55604906896569.0,41561853061190.0,4209714607072.0,3189757500163.0,1097928317059.0,0.44,1.29,12.81,12.41,1.33
000300.SH,20250120,55708466609503.0,41585447380184.0,4209714671987.0,3189757500163.0,1097657525888.0,0.44,1.27,12.84,12.43,1.33
000300.SH,20250117,55702109715441.0,41515147285365.0,4208917723203.0,3188836516069.0,1097620344526.0,0.4,1.15,12.84,12.44,1.33
000300.SH,20250116,55678717236463.0,41474849927094.0,4208917723129.0,3188836515995.0,1097585510849.0,0.45,1.32,12.83,12.43,1.33
000300.SH,20250115,55496907084041.0,41383458672332.0,4208950960853.0,3188838044713.0,1097647614922.0,0.44,1.29,12.79,12.4,1.33
000300.SH,20250114,55748782537187.0,41597148242062.0,4209026795088.0,3188901251348.0,1097779006557.0,0.54,1.55,12.85,12.47,1.34
000300.SH,20250113,54613279267310.0,40683337623502.0,4207341423497.0,3188898843764.0,1097778614973.0,0.43,1.24,12.59,12.21,1.31
000300.SH,20250110,54821644798433.0,40832739149523.0,4207340927705.0,3188904958948.0,1097784730157.0,0.43,1.25,12.63,12.26,1.31
000300.SH,20250109,55495763726587.0,41308768480566.0,4207243093148.0,3188807124391.0,1097686895600.0,0.41,1.18,12.79,12.41,1.33
000300.SH,20250108,55854581495928.0,41535508011407.0,4207243093148.0,3188807124391.0,1097709818400.0,0.53,1.54,12.87,12.49,1.34
000300.SH,20250107,55798946529495.0,41558738440006.0,4207243093148.0,3188807124391.0,1097920839999.0,0.46,1.33,12.86,12.48,1.33
000300.SH,20250106,55494690149160.0,41358302760183.0,4207666393282.0,3188947835263.0,1097920839999.0,0.47,1.37,12.79,12.41,1.33
000300.SH,20250103,55617449510407.0,41380633895165.0,4207645204264.0,3188763925563.0,1096856690139.0,0.55,1.6,12.82,12.43,1.33
000300.SH,20250102,56182310103462.0,41811392225694.0,4206565299595.0,3187875075532.0,1096846250699.0,0.68,1.99,12.95,12.56,1.34
000300.SH,20241231,57829744942686.0,43032527557030.0,4206565299595.0,3187875075532.0,1095851497639.0,0.58,1.68,13.33,12.93,1.38
000300.SH,20241230,58532893754727.0,43615959490399.0,4206853421552.0,3187854781414.0,1095844234626.0,0.52,1.5,13.49,13.09,1.4
000300.SH,20241227,58169023207701.0,43387307216370.0,4206829753771.0,3187853057841.0,1095581125178.0,0.53,1.55,13.4,13.01,1.39
000300.SH,20241226,58233664857508.0,43431495336362.0,4206568889893.0,3187591588216.0,1095581074357.0,0.45,1.31,13.42,13.02,1.39
000300.SH,20241225,58365252030261.0,43485354710224.0,4206568839072.0,3187591537395.0,1095554448657.0,0.5,1.45,13.45,13.05,1.39
000300.SH,20241224,58109584353153.0,43344363795881.0,4206578597107.0,3187555540275.0,1095192438763.0,0.51,1.47,13.39,12.99,1.39
000300.SH,20241223,57353451807170.0,42784022008628.0,4206613132793.0,3187584596425.0,1095185135892.0,0.6,1.74,13.22,12.82,1.37
000300.SH,20241220,56941359743014.0,42569760563062.0,4206607203201.0,3187579247517.0,1095185135892.0,0.49,1.42,13.12,12.73,1.36
000300.SH,20241219,57198377888311.0,42780899133503.0,4206612429557.0,3187579154272.0,1094832937026.0,0.51,1.47,13.18,12.79,1.36
000300.SH,20241218,57319795597291.0,42876053156156.0,4206551678221.0,3187522670766.0,1094832937026.0,0.49,1.44,13.21,12.82,1.37
000300.SH,20241217,56987230344300.0,42660904217655.0,4206551632741.0,3187522614561.0,1094832880821.0,0.5,1.47,13.13,12.74,1.36
000300.SH,20241216,56900966912868.0,42574940646130.0,4206569180017.0,3187540100237.0,1094782129524.0,0.56,1.63,13.11,12.72,1.36
000300.SH,20241213,56207676292280.0,42156587026153.0,4177978316605.0,3166488034783.0,1083670379882.0,0.73,2.13,12.97,12.66,1.34
000300.SH,20241212,57335422327333.0,43094902962188.0,4176961348317.0,3166325770574.0,1083511539815.0,0.57,1.68,13.23,12.91,1.37
000300.SH,20241211,56758730608009.0,42664174676286.0,4176959592459.0,3166324014716.0,1083511539815.0,0.56,1.64,13.09,12.78,1.36
000300.SH,20241210,56955220293312.0,42773764613262.0,4176963958475.0,3166323757699.0,1083506402798.0,0.8,2.34,13.14,12.82,1.36
000300.SH,20241209,56599183988855.0,42489947581449.0,4177058768612.0,3166418968724.0,1083535708811.0,0.56,1.62,13.06,12.74,1.35
000300.SH,20241206,56576503522713.0,42464681073595.0,4177058826864.0,3165929649917.0,1083534696454.0,0.61,1.77,13.05,12.74,1.35
000300.SH,20241205,55955901557854.0,41970650017249.0,4177055028746.0,3165929649917.0,1083534696454.0,0.44,1.28,12.91,12.6,1.34
000300.SH,20241204,56129132402955.0,42085342192061.0,4177051030149.0,3165925690682.0,1083530737219.0,0.55,1.61,12.95,12.64,1.34
000300.SH,20241203,56148385869000.0,42180750124098.0,4177045637563.0,3165920735017.0,1083525781554.0,0.58,1.68,12.95,12.64,1.34
000300.SH,20241202,55854751752179.0,42014185215710.0,4177087149705.0,3165912782368.0,1082963493177.0,0.62,1.82,12.88,12.58,1.34
000300.SH,20241129,55515169419725.0,41640592860137.0,4176645223925.0,3162782036348.0,1083011644526.0,0.59,1.73,12.81,12.5,1.33
000300.SH,20241128,55100424359362.0,41290322417443.0,4176610373372.0,3162747185795.0,1082976793973.0,0.47,1.39,12.71,12.41,1.32
000300.SH,20241127,55513726381188.0,41613022666020.0,4176606047566.0,3162744131171.0,1082973739349.0,0.55,1.61,12.8,12.5,1.33
000300.SH,20241126,54696864151406.0,40981823485891.0,4176564043492.0,3162874277366.0,1083103885544.0,0.47,1.38,12.62,12.32,1.31
000300.SH,20241125,54640030442021.0,40979920016767.0,4176564081789.0,3162874268997.0,1083106770775.0,0.6,1.76,12.6,12.3,1.31
000300.SH,20241122,54791930122820.0,41130314086786.0,4176563935224.0,3162935299581.0,1082556821479.0,0.68,2.0,12.64,12.34,1.31
000300.SH,20241121,56309602367295.0,42346057161902.0,4176405967082.0,3162776911179.0,1082398433077.0,0.53,1.53,12.99,12.68,1.35
000300.SH,20241120,56297134474038.0,42317129389729.0,4176399176697.0,3162770397237.0,1082412995660.0,0.58,1.71,12.99,12.68,1.35
000300.SH,20241119,56203476224642.0,42229997603457.0,4176398704796.0,3162709805265.0,1082352403688.0,0.77,2.24,12.96,12.65,1.34
000300.SH,20241118,56067423539895.0,42104908450706.0,4176301493771.0,3162612594240.0,1082255192663.0,0.97,2.83,12.93,12.62,1.34
000300.SH,20241115,56015188495756.0,42048691271026.0,4176264697991.0,3161544899630.0,1081899821148.0,0.78,2.29,12.92,12.61,1.34
000300.SH,20241114,56699606785031.0,42629161939015.0,4176261453393.0,3161544258432.0,1081898279950.0,0.73,2.13,13.08,12.77,1.36
000300.SH,20241113,57412468694240.0,43204353919169.0,4176261232918.0,3161544258432.0,1081835670970.0,0.76,2.22,13.24,12.93,1.37
000300.SH,20241112,56966603357131.0,42914023339033.0,4176260038093.0,3161544228252.0,1081835640790.0,0.94,2.75,13.14,12.83,1.36
000300.SH,20241111,57643502703587.0,43408165823982.0,4176351998464.0,3161636188623.0,1081775700359.0,0.92,2.68,13.3,12.98,1.38
000300.SH,20241108,57628199160890.0,43342877134823.0,4176204899625.0,3158974103528.0,1081743155330.0,1.05,3.07,13.29,12.98,1.38
000300.SH,20241107,58193988147036.0,43754927262776.0,4176120848723.0,3158890052626.0,1081743155330.0,1.08,3.16,13.42,13.1,1.39
000300.SH,20241106,56631139167192.0,42537214886591.0,4176015018795.0,3158784031111.0,1081624495029.0,1.06,3.1,13.06,12.75,1.35
000300.SH,20241105,56962807311556.0,42749775664816.0,4176008842689.0,3158499484137.0,1081465883751.0,1.0,2.93,13.14,12.83,1.36
000300.SH,20241104,55791310344665.0,41837086203772.0,4175851948979.0,3158342719833.0,1081465883751.0,0.73,2.12,12.87,12.56,1.33
000300.SH,20241101,55264054351651.0,41398361783316.0,4175851948113.0,3158294316847.0,1081322451675.0,0.98,2.85,12.75,12.44,1.32
000300.SH,20241031,55028852097438.0,41254071600084.0,4175843174062.0,3158285542796.0,1074548664586.0,0.95,2.8,12.69,12.39,1.32
000300.SH,20241030,55079455424713.0,41300027012235.0,4175845598632.0,3158285995778.0,1075920799197.0,0.69,2.04,12.7,12.63,1.34
000300.SH,20241029,55665606944326.0,41705941879223.0,4175844797142.0,3158286308563.0,1075162921433.0,0.69,2.02,12.84,12.81,1.36
000300.SH,20241028,56158629981259.0,42109126459381.0,4175861769861.0,3158302381743.0,1075221661826.0,0.68,2.01,12.95,12.88,1.38
000300.SH,20241025,56171951644322.0,42064746664380.0,4175794363557.0,3158170637436.0,1075112091639.0,0.67,1.96,12.96,12.86,1.38
000300.SH,20241024,56035462884038.0,41919013232761.0,4175791289237.0,3158135265298.0,1103999092095.0,0.55,1.58,12.93,12.83,1.38
000300.SH,20241023,56536559395718.0,42313067745259.0,4175656088028.0,3158000064089.0,1074704226674.0,0.78,2.29,13.04,12.95,1.39
000300.SH,20241022,56341584278476.0,42147040908258.0,4175655092704.0,3157999068765.0,1074413461526.0,0.71,2.08,13.0,12.92,1.39
000300.SH,20241021,56148097042018.0,41921435488561.0,4175583464769.0,3157930294563.0,1074043678310.0,0.92,2.71,12.95,12.96,1.38
000300.SH,20241018,56211903219393.0,41953039493054.0,4175314957279.0,3157960294535.0,1074073767382.0,0.99,2.91,12.97,13.0,1.39
000300.SH,20241017,54678279055978.0,40747842003965.0,4175314957279.0,3157955599753.0,1074071527375.0,0.67,1.98,12.61,12.65,1.35
000300.SH,20241016,55278355561137.0,41221771133632.0,4175314671822.0,3157943684658.0,1074059612205.0,0.69,2.04,12.75,12.79,1.36
000300.SH,20241015,55406736858842.0,41377696514005.0,4175313746329.0,3157952376243.0,1074067433790.0,0.77,2.26,12.78,12.81,1.37
000300.SH,20241014,57007437083757.0,42534162309040.0,4175302587034.0,3157960638743.0,1074103196312.0,0.97,2.86,13.15,13.19,1.41
000300.SH,20241011,55872972928610.0,41739253941218.0,4175302587034.0,3157960638743.0,1074103196312.0,0.87,2.55,12.89,12.92,1.38
000300.SH,20241010,57078997668460.0,42730755084725.0,4175199197010.0,3157857248719.0,1073923722876.0,1.25,3.68,13.17,13.2,1.41
000300.SH,20241009,56086976507275.0,42016093035433.0,4175199193444.0,3157855702378.0,1073653860763.0,1.53,4.49,12.94,12.97,1.38
000300.SH,20241008,59965353484586.0,45132019421672.0,4174800153622.0,3157459060221.0,1073583452382.0,1.87,5.49,13.83,13.87,1.48
000300.SH,20240930,57328467453113.0,43110591195359.0,4174755673817.0,3157427450261.0,1073583452382.0,1.62,4.75,13.22,13.26,1.41
000300.SH,20240927,53290784085058.0,39991218079314.0,4174670780617.0,3139221208913.0,1073461321659.0,0.85,2.47,12.29,12.33,1.31
000300.SH,20240926,51933261622586.0,38753390629151.0,4174669645935.0,3139219848231.0,1073459960977.0,0.77,2.27,11.98,12.01,1.28
000300.SH,20240925,50227779746581.0,37361339165052.0,4174669645935.0,3139219848231.0,1073459960977.0,0.77,2.25,11.59,11.62,1.24
000300.SH,20240924,49601506934170.0,36861898716259.0,4174671169885.0,3139219848231.0,1073459960977.0,0.65,1.9,11.44,11.47,1.22
000300.SH,20240923,47578263396486.0,35319938677373.0,4174692112742.0,3139215771319.0,1074185935071.0,0.3,0.89,10.97,11.0,1.17
000300.SH,20240920,47304527566460.0,35106199279535.0,4174692112742.0,3139215491320.0,1074186411007.0,0.38,1.1,10.91,10.94,1.17
000300.SH,20240919,47142966563214.0,35020630995185.0,4174690626854.0,3139212099787.0,1073452968468.0,0.4,1.17,10.87,10.9,1.16
000300.SH,20240918,46975393033954.0,34875709707202.0,4174690619635.0,3139587154666.0,1073828023347.0,0.27,0.79,10.84,10.87,1.16
000300.SH,20240913,46609847666403.0,34657092054587.0,4174152424780.0,3139585944659.0,1073830388340.0,0.28,0.82,10.75,10.78,1.15
000300.SH,20240912,46683442640645.0,34784154786162.0,4174153907809.0,3139585431111.0,1073830168992.0,0.3,0.86,10.77,10.8,1.15
000300.SH,20240911,46794701455009.0,34871497004963.0,4174149996790.0,3139560173902.0,1073805148683.0,0.33,0.95,10.79,10.82,1.15
000300.SH,20240910,47263372184569.0,35141107333681.0,4174149996790.0,3138573173068.0,1073803547181.0,0.31,0.91,10.9,10.93,1.16
000300.SH,20240909,47052593358627.0,35040868082716.0,4174204621448.0,3138627224627.0,1073803547181.0,0.35,1.01,10.85,10.88,1.16
000300.SH,20240906,47645623708537.0,35468057671708.0,4174189871491.0,3138607843858.0,1073803547181.0,0.28,0.82,10.99,11.02,1.17
000300.SH,20240905,47922984504265.0,35713490506994.0,4174189871491.0,3138607843858.0,1074223708551.0,0.31,0.9,11.05,11.08,1.18
000300.SH,20240904,47990591216047.0,35732692753201.0,4174177312144.0,3138722431014.0,1074223708551.0,0.33,0.98,11.07,11.1,1.19
000300.SH,20240903,48416337998737.0,36020732571674.0,4174177311782.0,3138722430652.0,1074229308145.0,0.39,1.14,11.17,11.2,1.2
000300.SH,20240902,48677423319980.0,36176831497931.0,4174177311738.0,3138721570608.0,1077113510682.0,0.47,1.37,11.23,11.26,1.21
000300.SH,20240830,49203588984315.0,36562843603404.0,4174175511239.0,3138694544076.0,1077804389358.0,0.6,1.75,11.35,11.26,1.23
000300.SH,20240829,48992174038154.0,36285956360149.0,4174175510835.0,3138693268938.0,1077666033175.0,0.42,1.21,11.3,11.27,1.22
000300.SH,20240828,49577101179057.0,36626377284789.0,4174164584106.0,3138682668562.0,1077365007274.0,0.3,0.86,11.44,11.43,1.24
000300.SH,20240827,49882392940696.0,36872653820845.0,4174164584106.0,3138683288517.0,1077357070659.0,0.31,0.89,11.51,11.5,1.25
000300.SH,20240826,49799234260540.0,36900721709873.0,4174164584106.0,3138692121073.0,1077486201955.0,0.3,0.87,11.49,11.49,1.25
000300.SH,20240823,49786498986848.0,36930584808516.0,4174164584106.0,3138691675178.0,1077561330823.0,0.29,0.83,11.48,11.51,1.25
000300.SH,20240822,49604165389113.0,36792108679650.0,4174164584106.0,3138712441843.0,1107311460676.0,0.32,0.91,11.44,11.48,1.24
000300.SH,20240821,49547743812104.0,36775803902535.0,4174164172617.0,3138708441838.0,1078133646396.0,0.29,0.83,11.43,11.47,1.24
000300.SH,20240820,49715748881079.0,36892268758776.0,4174177097781.0,3138708907663.0,1078378252216.0,0.32,0.94,11.47,11.51,1.25
000300.SH,20240819,49983942158841.0,37119303061868.0,4174184593702.0,3138054783282.0,1077721019290.0,0.34,0.98,11.53,11.59,1.25
000300.SH,20240816,49663109475487.0,36899804199987.0,4174291626307.0,3138056980183.0,1077693492557.0,0.31,0.9,11.46,11.52,1.25
000300.SH,20240815,49441750403160.0,36775059359881.0,4174387040286.0,3138056909584.0,1077692045987.0,0.33,0.97,11.4,11.47,1.24
000300.SH,20240814,48943593994947.0,36420893195668.0,4174388930116.0,3137275659584.0,1077692045987.0,0.25,0.73,11.29,11.35,1.23
000300.SH,20240813,49135900247842.0,36621825821000.0,4174388951382.0,3137275783894.0,1077682329549.0,0.27,0.78,11.33,11.4,1.23
000300.SH,20240812,48958645982279.0,36517600487596.0,4174388951382.0,3137275783894.0,1077682329549.0,0.25,0.74,11.29,11.35,1.23
000300.SH,20240809,49007464910555.0,36541398594327.0,4174391073682.0,3137271099884.0,1077677645539.0,0.29,0.85,11.3,11.36,1.23
000300.SH,20240808,49042991340461.0,36581741465814.0,4174391073682.0,3137271099884.0,1077677645539.0,0.29,0.86,11.31,11.39,1.23
000300.SH,20240807,49032203547199.0,36553830846013.0,4174391073682.0,3136917408262.0,1077324742577.0,0.3,0.88,11.31,11.39,1.23
000300.SH,20240806,48978977762062.0,36518883442769.0,4174397000901.0,3136924502829.0,1077103758176.0,0.38,1.11,11.3,11.38,1.23
000300.SH,20240805,49122777370181.0,36588346516939.0,4174397916848.0,3136924423861.0,1077138525136.0,0.46,1.33,11.33,11.41,1.23
000300.SH,20240802,49752539891705.0,37047023488159.0,4174339101210.0,3136926237775.0,1077121822090.0,0.37,1.08,11.48,11.57,1.25
000300.SH,20240801,50162927297356.0,37379267897712.0,4174355467210.0,3136844635842.0,1077040220157.0,0.43,1.27,11.57,11.67,1.26
000300.SH,20240731,50302010015505.0,37533915343317.0,4174355780312.0,3136846756355.0,1077077734372.0,0.55,1.6,11.6,11.7,1.26
000300.SH,20240730,49663274955296.0,36943842188659.0,4174355445426.0,3136846421469.0,1077077399486.0,0.33,0.97,11.46,11.55,1.25
000300.SH,20240729,50044145210214.0,37248459597049.0,4174355445323.0,3136839405794.0,1077019965152.0,0.35,1.02,11.54,11.64,1.26
000300.SH,20240726,50027734447333.0,37295744288276.0,4174355445323.0,3136799717654.0,1076962295775.0,0.4,1.15,11.54,11.64,1.26
000300.SH,20240725,50230307487810.0,37322757357653.0,4174355445323.0,3136711664803.0,1076874242924.0,0.42,1.22,11.59,11.69,1.26
000300.SH,20240724,50625271970164.0,37591764263129.0,4174351842574.0,3136599173548.0,1076924377412.0,0.41,1.18,11.68,11.78,1.27
000300.SH,20240723,50738893214873.0,37713257080998.0,4174486959824.0,3136595437685.0,1076920641549.0,0.41,1.2,11.7,11.81,1.27
000300.SH,20240722,51413155568996.0,38315873581295.0,4174483842861.0,3136591554420.0,1076857601234.0,0.42,1.23,11.86,11.96,1.29
000300.SH,20240719,51938339411036.0,38659695351986.0,4174484376858.0,3136585367235.0,1079860312479.0,0.42,1.23,11.98,12.08,1.3
000300.SH,20240718,51851692443992.0,38568857403354.0,4173969037893.0,3136087535119.0,1079680792921.0,0.39,1.15,11.96,12.06,1.3
000300.SH,20240717,51489778234244.0,38363230391151.0,4173969037403.0,3136090965414.0,1079684223216.0,0.42,1.22,11.88,11.98,1.29
000300.SH,20240716,51694544999685.0,38422525979185.0,4173974469543.0,3135474833524.0,1079682616476.0,0.38,1.12,11.92,12.03,1.29
000300.SH,20240715,51562668703008.0,38306750361395.0,4173974324236.0,3135474607792.0,1079696172573.0,0.38,1.1,11.89,12.0,1.29
000300.SH,20240712,51234915289240.0,38128739595306.0,4173974324236.0,3135453890623.0,1079675560388.0,0.42,1.21,11.82,11.92,1.28
000300.SH,20240711,51218837714540.0,38061150542890.0,4173976275104.0,3134314938443.0,1079675560388.0,0.47,1.35,11.81,11.9,1.27
000300.SH,20240710,50914073771240.0,37759311357352.0,4173976590194.0,3134310323496.0,1079670945441.0,0.41,1.18,11.74,11.83,1.26
000300.SH,20240709,51179992885858.0,37930682654898.0,4173976590194.0,3134310294556.0,1079670916501.0,0.42,1.22,11.81,11.9,1.26
000300.SH,20240708,50713189078874.0,37533547512524.0,4173976538351.0,3134198430890.0,1079671359658.0,0.37,1.07,11.7,11.79,1.25
000300.SH,20240705,50867105418627.0,37734556402996.0,4171659492377.0,3132798796194.0,1079276926559.0,0.37,1.08,11.73,11.82,1.25
000300.SH,20240704,51281783839199.0,38003353513990.0,4171642015167.0,3132796406770.0,1079745747883.0,0.33,0.97,11.83,11.92,1.26
000300.SH,20240703,51396103527496.0,38107455188855.0,4171642008387.0,3132796399990.0,1079272053830.0,0.33,0.96,11.86,11.95,1.27
000300.SH,20240702,51577929647271.0,38256016980835.0,4171155769929.0,3132269395194.0,1080686115289.0,0.39,1.13,11.9,11.99,1.27
000300.SH,20240701,51368285875662.0,38179172119821.0,4171134435621.0,3132320011601.0,1080335341837.0,0.39,1.13,11.85,11.94,1.27
000300.SH,20240628,50956974064013.0,37906165093047.0,4171134835621.0,3132313705864.0,1080329046098.0,0.43,1.25,11.75,11.84,1.26
000300.SH,20240627,50591637228611.0,37695208027319.0,4171098838499.0,3132313705862.0,1080328930764.0,0.37,1.06,11.67,11.76,1.25
000300.SH,20240626,50745005769761.0,37891407835903.0,4171101141965.0,3132309865528.0,1080325189936.0,0.34,0.98,11.7,11.79,1.25
000300.SH,20240625,50560114338574.0,37744295217964.0,4170849226137.0,3132305767600.0,1080321107836.0,0.38,1.1,11.66,11.75,1.24
000300.SH,20240624,50735275470832.0,37887223426534.0,4170850261656.0,3132304535353.0,1080319875589.0,0.38,1.09,11.7,11.79,1.25
000300.SH,20240621,50887980985790.0,38014652813410.0,4170185790616.0,3131466204619.0,1080094771592.0,0.35,1.01,11.74,11.83,1.25
000300.SH,20240620,51011644375945.0,38144746166725.0,4170184544345.0,3131490044971.0,1080140544782.0,0.36,1.03,11.77,11.86,1.25
000300.SH,20240619,51119858456442.0,38273196901183.0,4169854879744.0,3131116088989.0,1079928641787.0,0.34,0.99,11.79,11.88,1.26
000300.SH,20240618,51125922648337.0,38373583158243.0,4169873938397.0,3131116184699.0,1079928737497.0,0.4,1.15,11.79,11.88,1.25
000300.SH,20240617,50943508520275.0,38253871848199.0,4169873748225.0,3131114609470.0,1079927162268.0,0.44,1.27,11.75,11.84,1.25
000300.SH,20240614,50841051929541.0,38161876357094.0,4164741976444.0,3124120559734.0,1079778200861.0,0.55,1.59,11.84,11.94,1.24
000300.SH,20240613,50714267559238.0,38016775396307.0,4164445521093.0,3123826145509.0,1079670557526.0,0.39,1.14,11.81,11.91,1.24
000300.SH,20240612,50834175037065.0,38138330160399.0,4163572456375.0,3123376167869.0,1079285056920.0,0.39,1.14,11.84,11.94,1.24
