indiv_din_ts_code,indiv_din_trade_date,indiv_din_total_mv,indiv_din_float_mv,indiv_din_total_share,indiv_din_float_share,indiv_din_free_share,indiv_din_turnover_rate,indiv_din_turnover_rate_f,indiv_din_pe,indiv_din_pe_ttm,indiv_din_pb
000300.SH,20240611,50747767561111.0,38107508632531.0,4163091278520.0,3123375724948.0,1079170580574.0,0.43,1.25,11.82,11.92,1.24
000300.SH,20240607,51254492834203.0,38455168228865.0,4163097688278.0,3108375118944.0,1079138799568.0,0.42,1.21,11.94,12.04,1.25
000300.SH,20240606,51369862291846.0,38632589200631.0,4162774167937.0,3108058764693.0,1079035225945.0,0.44,1.28,11.97,12.07,1.25
000300.SH,20240605,51319252070545.0,38582659786588.0,4162040553015.0,3107343044730.0,1078743933564.0,0.36,1.03,11.95,12.06,1.25
000300.SH,20240604,51584022008526.0,38770798524238.0,4162042361167.0,3107342741397.0,1078741639426.0,0.4,1.15,12.02,12.12,1.25
000300.SH,20240603,51351495710841.0,38572200509131.0,4162040307764.0,3107340687994.0,1078741639311.0,0.45,1.31,11.96,12.06,1.25
000300.SH,20240531,51150353099285.0,38441838971049.0,4162040472649.0,3107092687879.0,1078493639311.0,0.36,1.04,11.91,12.02,1.24
000300.SH,20240530,51323483943475.0,38598322970818.0,4162040231742.0,3107092687707.0,1077901790166.0,0.39,1.14,11.95,12.06,1.25
000300.SH,20240529,51647147232085.0,38862275162815.0,4162039813889.0,3107092111654.0,1077901214113.0,0.37,1.08,12.03,12.13,1.26
000300.SH,20240528,51567099207678.0,38837020575045.0,4161599908412.0,3106659898598.0,1077727115468.0,0.4,1.15,12.01,12.11,1.25
000300.SH,20240527,51782759275704.0,39021577768360.0,4161601294464.0,3106659887732.0,1075239347962.0,0.42,1.22,12.06,12.17,1.26
000300.SH,20240524,51194116715195.0,38558134817116.0,4161602052036.0,3105687858923.0,1078697017389.0,0.4,1.16,11.92,12.03,1.24
000300.SH,20240523,51658574421363.0,38944949114842.0,4161621283227.0,3105707090114.0,1075645957619.0,0.46,1.33,12.03,12.14,1.26
000300.SH,20240522,52173743212596.0,39338198721020.0,4161552642703.0,3105643483905.0,1075619753410.0,0.49,1.41,12.15,12.26,1.27
000300.SH,20240521,52127126200685.0,39298532804121.0,4161552628092.0,3105643469294.0,1075619738799.0,0.42,1.21,12.14,12.25,1.27
000300.SH,20240520,52259696887504.0,39408060919856.0,4161556448100.0,3105645398183.0,1075621667688.0,0.59,1.72,12.17,12.28,1.27
000300.SH,20240517,51994561304527.0,39214297686638.0,4161549442031.0,3105516496812.0,1074497544727.0,0.53,1.53,12.11,12.22,1.26
000300.SH,20240516,51557077202380.0,38840292212983.0,4161549063704.0,3105516118485.0,1074497166400.0,0.5,1.44,12.01,12.11,1.25
000300.SH,20240515,51388978208521.0,38693214370697.0,4161549061692.0,3105447636552.0,1074428684467.0,0.4,1.15,11.97,12.07,1.25
000300.SH,20240514,51776996292384.0,38976798328942.0,4161554393016.0,3105447634499.0,1074428682414.0,0.43,1.24,12.06,12.16,1.26
000300.SH,20240513,51932084225393.0,39075485325613.0,4161563731792.0,3105456973275.0,1074438021190.0,0.51,1.46,12.1,12.2,1.26
000300.SH,20240510,51964123562876.0,39088420368807.0,4161564482763.0,3105456201966.0,1074437249881.0,0.49,1.4,12.1,12.21,1.26
000300.SH,20240509,51867814636743.0,39045442653334.0,4161564479133.0,3105456198336.0,1074397016193.0,0.47,1.36,12.08,12.18,1.26
000300.SH,20240508,51610399613725.0,38807419858249.0,4161563574681.0,3105423480871.0,1074364298728.0,0.42,1.21,12.02,12.12,1.25
000300.SH,20240507,51867471527726.0,39026361965608.0,4161399424749.0,3105258994939.0,1074119028228.0,0.53,1.53,12.08,12.18,1.26
000300.SH,20240506,51760370551631.0,38959186168544.0,4161397412197.0,3105259011544.0,1074119054833.0,0.67,1.94,12.06,12.16,1.26
000300.SH,20240430,51381464290092.0,38558639266988.0,4161397412197.0,3105258262399.0,1077609704322.0,0.62,1.78,11.97,12.07,1.25
000300.SH,20240429,51487235956943.0,38670128702400.0,4161394103291.0,3105254991953.0,1077867978243.0,0.72,2.07,12.01,11.94,1.27
000300.SH,20240426,51288385801703.0,38444400061914.0,4161306662890.0,3105166473598.0,1076876974185.0,0.64,1.83,11.89,11.84,1.27
000300.SH,20240425,50766611586376.0,37949220290637.0,4161306662890.0,3104145558598.0,1076972162114.0,0.37,1.07,11.75,11.72,1.26
000300.SH,20240424,50617660024996.0,37831168392616.0,4161304128106.0,3104147958848.0,1076533804362.0,0.39,1.13,11.72,11.69,1.26
000300.SH,20240423,50426456793299.0,37649782008665.0,4161304248106.0,3103327808266.0,1075447802001.0,0.46,1.33,11.67,11.65,1.26
000300.SH,20240422,50809130527400.0,37908188316762.0,4161316444555.0,3103326482871.0,1075786360854.0,0.49,1.4,11.76,11.74,1.27
000300.SH,20240419,51185582531145.0,38107380474005.0,4161313215040.0,3102456916698.0,1075202631463.0,0.47,1.37,11.87,11.83,1.28
000300.SH,20240418,51297599915930.0,38279317106872.0,4161313376040.0,3102456916698.0,1075262931926.0,0.58,1.66,11.87,11.86,1.28
000300.SH,20240417,51288477263983.0,38243798190426.0,4161313376040.0,3102456754650.0,1079820844937.0,0.54,1.56,11.89,11.86,1.28
000300.SH,20240416,50610966204587.0,37728513839524.0,4161318072840.0,3102456754650.0,1079823954337.0,0.57,1.63,11.73,11.7,1.26
000300.SH,20240415,50902958925663.0,37992666813803.0,4161389525417.0,3102405154945.0,1079721026870.0,0.59,1.7,11.82,11.79,1.27
000300.SH,20240412,49730398539423.0,37133646989280.0,4161389525417.0,3102405192445.0,1079650646293.0,0.42,1.19,11.55,11.52,1.24
000300.SH,20240411,50076419337211.0,37372607092773.0,4161394497670.0,3102410164698.0,1079700988368.0,0.41,1.17,11.63,11.6,1.25
000300.SH,20240410,50130358149338.0,37372077387425.0,4161401597337.0,3102321031720.0,1079409312090.0,0.42,1.19,11.65,11.61,1.25
000300.SH,20240409,50348769126714.0,37571340680387.0,4161401597337.0,3102318975090.0,1079397779460.0,0.42,1.2,11.72,11.67,1.26
000300.SH,20240408,50540713102568.0,37686043746539.0,4161398972777.0,3102318975090.0,1078970535140.0,0.5,1.44,11.74,11.71,1.26
000300.SH,20240403,50735360622351.0,37897921096817.0,4161416956946.0,3102318975090.0,1078970535140.0,0.44,1.26,11.79,11.75,1.27
000300.SH,20240402,50825280312795.0,37973767422823.0,4161416859872.0,3102317766295.0,1073474717705.0,0.46,1.32,11.84,11.78,1.27
000300.SH,20240401,50804811402260.0,37999190271219.0,4155932356670.0,3096823155109.0,1073631310086.0,0.53,1.52,11.83,11.78,1.27
000300.SH,20240329,50264164310875.0,37530617864305.0,4155932356647.0,3096815619598.0,1075922320210.0,0.42,1.2,11.64,11.66,1.26
000300.SH,20240328,49864743251556.0,37241720800032.0,4155932353370.0,3096809079860.0,1075515328237.0,0.46,1.33,11.4,11.51,1.26
000300.SH,20240327,49769681282862.0,37145792203125.0,4155932668887.0,3096807614548.0,1075494519297.0,0.42,1.2,11.41,11.49,1.26
000300.SH,20240326,50135988071838.0,37480840984872.0,4155932822988.0,3096807487827.0,1075470441481.0,0.41,1.17,11.53,11.58,1.27
000300.SH,20240325,49888929368275.0,37297185222527.0,4155933737002.0,3096804062711.0,1075733241365.0,0.44,1.27,11.53,11.53,1.26
000300.SH,20240322,50011176418751.0,37387017889891.0,4155933713017.0,3096572348634.0,1075990399304.0,0.45,1.29,11.53,11.55,1.27
000300.SH,20240321,50388982518459.0,37709185523175.0,4155933709617.0,3096522443817.0,1075965096770.0,0.42,1.22,11.6,11.59,1.28
000300.SH,20240320,50442501600247.0,37727602815744.0,4155933661595.0,3096522395795.0,1075944821363.0,0.42,1.2,11.61,11.61,1.28
000300.SH,20240319,50209767254735.0,37578790633968.0,4153559378612.0,3096542822101.0,1076165378147.0,0.47,1.35,11.58,11.55,1.28
000300.SH,20240318,50504523091610.0,37805165030798.0,4153724014074.0,3096706907766.0,1076165378147.0,0.52,1.49,11.66,11.62,1.28
000300.SH,20240315,50104845831735.0,37501546729722.0,4153724013837.0,3096706975029.0,1075903284918.0,0.45,1.29,11.61,11.53,1.27
000300.SH,20240314,50060275012461.0,37419596914235.0,4153724013401.0,3096706779862.0,1075946761351.0,0.46,1.31,11.6,11.51,1.27
000300.SH,20240313,50076906039056.0,37481364438495.0,4153728843762.0,3096706762017.0,1075946743506.0,0.47,1.34,11.61,11.51,1.27
000300.SH,20240312,50395440864114.0,37737450487568.0,4153728464033.0,3096690829666.0,1075929066155.0,0.58,1.68,11.68,11.6,1.28
000300.SH,20240311,50761943996700.0,37840621051587.0,4153728463962.0,3096689562378.0,1075927798867.0,0.48,1.38,11.76,11.68,1.29
000300.SH,20240308,50514512943030.0,37543715854405.0,4153730030128.0,3096674705812.0,1076694116774.0,0.41,1.17,11.71,11.63,1.29
000300.SH,20240307,50159117820256.0,37388615452182.0,4153722292435.0,3096637855087.0,1077039560958.0,0.48,1.38,11.63,11.55,1.28
000300.SH,20240306,50259161810043.0,37506003048663.0,4153722261488.0,3096638274011.0,1077045359982.0,0.46,1.33,11.65,11.57,1.28
000300.SH,20240305,50517405985416.0,37731100326666.0,4153718111648.0,3096638311511.0,1077045397482.0,0.54,1.55,11.71,11.63,1.29
000300.SH,20240304,50068079332415.0,37400402543146.0,4153831637323.0,3096558152163.0,1082154002428.0,0.53,1.51,11.6,11.53,1.27
000300.SH,20240301,49843039412685.0,37288884520179.0,4153831636576.0,3096557950861.0,1082153908510.0,0.53,1.5,11.55,11.48,1.27
000300.SH,20240229,49665907891921.0,37122470121733.0,4153831845256.0,3096556884140.0,1076987203909.0,0.5,1.45,11.51,11.44,1.26
000300.SH,20240228,48969147997683.0,36556440870521.0,4154124904237.0,3096549981755.0,1077376332082.0,0.61,1.76,11.35,11.27,1.25
000300.SH,20240227,49510062033162.0,36931325268110.0,4154124904237.0,3096549981755.0,1077376332082.0,0.45,1.3,11.47,11.38,1.26
000300.SH,20240226,49030403450998.0,36576701776875.0,4154127723428.0,3096546279917.0,1077412138403.0,0.49,1.4,11.36,11.27,1.25
000300.SH,20240223,49770092252390.0,37110021663564.0,4154111586788.0,3096516488342.0,1077378779653.0,0.47,1.34,11.53,11.44,1.27
000300.SH,20240222,49774348350584.0,37068226815668.0,4154111586788.0,3096460577504.0,1077631388815.0,0.46,1.31,11.54,11.44,1.27
000300.SH,20240221,49242390834635.0,36674236081750.0,4154065879734.0,3096455867910.0,1075217593273.0,0.61,1.76,11.41,11.32,1.25
000300.SH,20240220,48713236189867.0,36221029153636.0,4154065879734.0,3096455867910.0,1075217593273.0,0.45,1.31,11.29,11.2,1.24
000300.SH,20240219,48535005470593.0,36096569803264.0,4154065879734.0,3095994895378.0,1074758471041.0,0.59,1.71,11.25,11.16,1.24
000300.SH,20240208,47634072499463.0,35517410490732.0,4154133075381.0,3095882314198.0,1074811089182.0,0.61,1.77,11.04,10.95,1.21
000300.SH,20240207,47507427816846.0,35393115922575.0,4153740148063.0,3095881936188.0,1074816369865.0,0.7,2.02,11.01,10.92,1.21
000300.SH,20240206,47298387271933.0,35149640238778.0,4153740045897.0,3095868940282.0,1074813649025.0,0.65,1.89,10.96,10.87,1.2
000300.SH,20240205,46167562372193.0,34168516999230.0,4153740201591.0,3095868940282.0,1075235249490.0,0.66,1.89,10.7,10.61,1.18
000300.SH,20240202,45676630742949.0,33835865860713.0,4153737318228.0,3095840986787.0,1075202102811.0,0.56,1.62,10.59,10.5,1.16
000300.SH,20240201,45937316458589.0,34112284454340.0,4152777999734.0,3094851345795.0,1074239907528.0,0.47,1.35,10.65,10.56,1.17
000300.SH,20240131,46123547700557.0,34180933531680.0,4152778079282.0,3094277048952.0,1073705655396.0,0.49,1.43,10.69,10.61,1.18
000300.SH,20240130,46314208366550.0,34388418657066.0,4152778079282.0,3094269613732.0,1073698220176.0,0.46,1.34,10.73,10.65,1.18
000300.SH,20240129,47019297667437.0,34927599715803.0,4152714792751.0,3094264592501.0,1073759654891.0,0.6,1.72,10.9,10.82,1.2
000300.SH,20240126,47188011276759.0,35103858218692.0,4152714130378.0,3094263930128.0,1073758992518.0,0.58,1.68,10.94,10.85,1.2
000300.SH,20240125,47017647443162.0,35020422200770.0,4152717340245.0,3094223929672.0,1073719041837.0,0.64,1.83,10.9,10.81,1.2
000300.SH,20240124,45852163132197.0,34193317522875.0,4152717260045.0,3094215074459.0,1073710186624.0,0.5,1.44,10.63,10.55,1.17
000300.SH,20240123,45042017311924.0,33619962240962.0,4152717231545.0,3094215074459.0,1073725186624.0,0.39,1.14,10.44,10.36,1.15
000300.SH,20240122,44926102647961.0,33514595909590.0,4152715276515.0,3094209225334.0,1073725837499.0,0.48,1.38,10.41,10.34,1.15
000300.SH,20240119,45511317393923.0,33982894786765.0,4152715191585.0,3094139732803.0,1073789632273.0,0.38,1.1,10.55,10.47,1.16
000300.SH,20240118,45605977853666.0,34035174891978.0,4152724724727.0,3094139658320.0,1073789557790.0,0.57,1.63,10.57,10.49,1.17
000300.SH,20240117,45138745671498.0,33665830621406.0,4152724686157.0,3093867811112.0,1073575457408.0,0.35,1.01,10.46,10.38,1.15
000300.SH,20240116,45997977744282.0,34350390863223.0,4152724299453.0,3093849977372.0,1073558943574.0,0.37,1.06,10.66,10.58,1.18
000300.SH,20240115,45736643090766.0,34143670123366.0,4152723023203.0,3093841325695.0,1073550291897.0,0.29,0.83,10.6,10.52,1.17
000300.SH,20240112,45649647393331.0,34121164008734.0,4152723023203.0,3093797736877.0,1073510323857.0,0.31,0.9,10.58,10.5,1.17
000300.SH,20240111,45694864857814.0,34166811721123.0,4152720076871.0,3093792459192.0,1073505046172.0,0.35,1.01,10.59,10.51,1.17
000300.SH,20240110,45697149536931.0,34128655210184.0,4152830877485.0,3093900617362.0,1073613208092.0,0.3,0.88,10.59,10.51,1.17
000300.SH,20240109,45991308497094.0,34303120642668.0,4152876155968.0,3093945895845.0,1073664757975.0,0.35,1.02,10.66,10.58,1.17
000300.SH,20240108,45943795594100.0,34247877187371.0,4152875736250.0,3093943536477.0,1073662398607.0,0.38,1.09,10.65,10.57,1.17
000300.SH,20240105,46424782844398.0,34636396507152.0,4152872505181.0,3091377507978.0,1073660070963.0,0.41,1.18,10.76,10.68,1.19
000300.SH,20240104,46645272632892.0,34790190750812.0,4152872505170.0,3091373275450.0,1073535489317.0,0.35,0.99,10.81,10.73,1.19
000300.SH,20240103,46851546446297.0,35012673989554.0,4152752137002.0,3091252926332.0,1073130007461.0,0.34,0.98,10.86,10.78,1.2
000300.SH,20240102,46787077051640.0,34982562142587.0,4152372581423.0,3090873702886.0,1073130007461.0,0.38,1.08,10.84,10.77,1.2
000300.SH,20231229,47173032849067.0,35296659005498.0,4152360117713.0,3090703742282.0,1072995680138.0,0.37,1.07,10.93,10.85,1.21
000300.SH,20231228,46953831490140.0,35150570511963.0,4152359325713.0,3090710250247.0,1073003303403.0,0.48,1.38,10.88,10.8,1.2
000300.SH,20231227,46266553733211.0,34531452154704.0,4152359325713.0,3090702147154.0,1072995200310.0,0.31,0.88,10.72,10.65,1.18
000300.SH,20231226,46008522986711.0,34393851734144.0,4152864067966.0,3091202147073.0,1073495200229.0,0.24,0.7,10.66,10.59,1.18
000300.SH,20231225,46170717376244.0,34567229719318.0,4152852085214.0,3091198402323.0,1073493455479.0,0.24,0.69,10.7,10.62,1.18
000300.SH,20231222,45995545076021.0,34410621521442.0,4153366553193.0,3090964590642.0,1073641822301.0,0.34,0.98,10.66,10.58,1.17
000300.SH,20231221,45834258742265.0,34318155113720.0,4153366727167.0,3090964590642.0,1073641822301.0,0.33,0.96,10.62,10.55,1.17
000300.SH,20231220,45558113083145.0,34052546115206.0,4153366763169.0,3091045494340.0,1073722725999.0,0.3,0.86,10.56,10.48,1.16
000300.SH,20231219,45969036557987.0,34369118360368.0,4153216845167.0,3090810100378.0,1073487332037.0,0.27,0.78,10.65,10.58,1.17
000300.SH,20231218,45882777223221.0,34330111225405.0,4153216843676.0,3090810167812.0,1073487399471.0,0.29,0.84,10.63,10.56,1.17
000300.SH,20231215,45906198624473.0,34373283079393.0,4153216843676.0,3090810167812.0,1073492751192.0,0.32,0.91,10.64,10.56,1.17
000300.SH,20231214,46097431501999.0,34505458994943.0,4153216843676.0,3090773828751.0,1072691034211.0,0.27,0.78,10.68,10.61,1.18
000300.SH,20231213,46295437526116.0,34682891941757.0,4153210606441.0,3090767048171.0,1072685273227.0,0.31,0.89,10.73,10.65,1.18
000300.SH,20231212,46968360479351.0,35225478413292.0,4153210606441.0,3090767048171.0,1072685744127.0,0.34,0.98,10.88,10.81,1.2
000300.SH,20231211,46781629155029.0,35089895645302.0,4153210603641.0,3090761851388.0,1072675623625.0,0.45,1.3,10.84,10.76,1.19
000300.SH,20231208,45008056951149.0,34521559211583.0,4069696923254.0,3063296459200.0,1054326420238.0,0.42,1.23,10.76,10.71,1.17
000300.SH,20231207,44876121596200.0,34421272227556.0,4069691756853.0,3063295661882.0,1054325622920.0,0.32,0.93,10.73,10.68,1.17
000300.SH,20231206,44917794888934.0,34465949749139.0,4069645604929.0,3063247587899.0,1054277548937.0,0.35,1.0,10.74,10.69,1.17
000300.SH,20231205,45020451221111.0,34528039073848.0,4069460177914.0,3063034355716.0,1054079358286.0,0.33,0.95,10.76,10.71,1.17
000300.SH,20231204,45786980142356.0,35165197093572.0,4069209039858.0,3063025017158.0,1053997627428.0,0.32,0.92,10.95,10.89,1.19
000300.SH,20231201,46018282363732.0,35361651424060.0,4069206245313.0,3063024134801.0,1053996745071.0,0.35,1.03,11.0,10.95,1.2
000300.SH,20231130,46111021096291.0,35477055875869.0,4069205860100.0,3063023752393.0,1054032999363.0,0.33,0.96,11.02,10.97,1.2
000300.SH,20231129,45878696358301.0,35258647697944.0,4069205846600.0,3061012688048.0,1053973137524.0,0.32,0.94,10.97,10.91,1.19
000300.SH,20231128,46217763277249.0,35521230975213.0,4069265507153.0,3061072667154.0,1054033116630.0,0.29,0.85,11.05,11.0,1.2
000300.SH,20231127,46188728806763.0,35477307978266.0,4069264774891.0,3061071919112.0,1054032368588.0,0.32,0.94,11.04,10.99,1.2
000300.SH,20231124,46534281562733.0,35713645077146.0,4069264764189.0,3060805476084.0,1053763270028.0,0.28,0.81,11.13,11.07,1.21
000300.SH,20231123,46751870394230.0,35903065397497.0,4069356596280.0,3060897308175.0,1053772781144.0,0.28,0.8,11.18,11.12,1.22
000300.SH,20231122,46569735515362.0,35750403327994.0,4069371508110.0,3060897308175.0,1053772781144.0,0.28,0.8,11.13,11.08,1.21
000300.SH,20231121,46913191815600.0,36064636720482.0,4069245306356.0,3060897308175.0,1053772781144.0,0.35,1.03,11.22,11.16,1.22
000300.SH,20231120,46847559010039.0,35995187323642.0,4069244522817.0,3060895443736.0,1053770916705.0,0.3,0.86,11.2,11.15,1.22
000300.SH,20231117,46750544479072.0,35898104186566.0,4069285987919.0,3060895441838.0,1053807797457.0,0.29,0.83,11.18,11.12,1.22
000300.SH,20231116,46867382360478.0,35965315920132.0,4069285097224.0,3060421287712.0,1053383441146.0,0.29,0.83,11.21,11.15,1.22
000300.SH,20231115,47198236316170.0,36251505659209.0,4069287767224.0,3060421287712.0,1053383441146.0,0.34,1.0,11.28,11.23,1.23
000300.SH,20231114,46919617852360.0,36005184979920.0,4069288629074.0,3060421320337.0,1054138027621.0,0.33,0.96,11.22,11.16,1.22
000300.SH,20231113,46874128434863.0,35981989259219.0,4069294151498.0,3060418307807.0,1054124727195.0,0.32,0.92,11.21,11.15,1.22
000300.SH,20231110,46923445555805.0,36021015736474.0,4069294071336.0,3060418227645.0,1054096618710.0,0.33,0.97,11.22,11.16,1.22
000300.SH,20231109,47212475857193.0,36252652368342.0,4069294071336.0,3060387227645.0,1054065374489.0,0.37,1.06,11.29,11.23,1.23
000300.SH,20231108,47076117297215.0,36148363722854.0,4069405169355.0,3060386678261.0,1053678938517.0,0.36,1.05,11.26,11.19,1.23
000300.SH,20231107,47204167068754.0,36253914254944.0,4069405343955.0,3060386678261.0,1053679016417.0,0.36,1.05,11.29,11.22,1.23
000300.SH,20231106,47313456772220.0,36347277859259.0,4069404724863.0,3059870914468.0,1053692500659.0,0.5,1.45,11.31,11.25,1.23
000300.SH,20231103,47039530234354.0,36060210963737.0,4069403610710.0,3059840962636.0,1069166798717.0,0.32,0.91,11.25,11.18,1.23
000300.SH,20231102,46804555389524.0,35842926811057.0,4069403509470.0,3059840861396.0,1069174710477.0,0.3,0.85,11.19,11.13,1.22
000300.SH,20231101,46913591055160.0,35949693191249.0,4069403509197.0,3059840818603.0,1069174667684.0,0.32,0.91,11.22,11.15,1.22
000300.SH,20231031,46854745997612.0,35901793440890.0,4069371696030.0,3059840714499.0,1065848990493.0,0.37,1.06,11.2,11.14,1.22
000300.SH,20231030,46855962531345.0,35929805628986.0,4069363210447.0,3059841104123.0,1066221220043.0,0.47,1.35,11.2,11.1,1.23
000300.SH,20231027,46952317965472.0,35878868674030.0,4069361199085.0,3057931208700.0,1074498408579.0,0.39,1.12,11.23,11.14,1.24
000300.SH,20231026,46527093273694.0,35514705059286.0,4069359845692.0,3057867520002.0,1075887208866.0,0.34,0.98,11.12,11.06,1.24
000300.SH,20231025,46267507702843.0,35341309735214.0,4069360940563.0,3057867214923.0,1076186579411.0,0.42,1.19,11.06,10.97,1.23
000300.SH,20231024,46304900753464.0,35268040071915.0,4069360870207.0,3057837546610.0,1079786303151.0,0.38,1.07,11.07,11.01,1.23
000300.SH,20231023,46305693789874.0,35184519327113.0,4069360979630.0,3057833370970.0,1079847096206.0,0.32,0.89,11.07,11.0,1.23
000300.SH,20231020,46706379124058.0,35508191754090.0,4068984618657.0,3057456732807.0,1079470458043.0,0.32,0.91,11.17,11.11,1.24
000300.SH,20231019,47077382227451.0,35766548010147.0,4068988080457.0,3057456826557.0,1079118223205.0,0.37,1.04,11.26,11.2,1.25
000300.SH,20231018,48122257190676.0,36594017124331.0,4068268351414.0,3057456826557.0,1081344263133.0,0.31,0.87,11.51,11.45,1.28
000300.SH,20231017,48374629949556.0,36816466425267.0,4068268023597.0,3057456804568.0,1081391027812.0,0.3,0.84,11.57,11.52,1.29
000300.SH,20231016,48091551005006.0,36667753292334.0,4068259085087.0,3057456756042.0,1106283851339.0,0.3,0.83,11.5,11.45,1.28
000300.SH,20231013,48377996021659.0,36917151953884.0,4068256027407.0,3057449274003.0,1106276369300.0,0.32,0.89,11.57,11.52,1.29
000300.SH,20231012,48659634750290.0,37232421995157.0,4068256027407.0,3057449274003.0,1106276369300.0,0.37,1.03,11.63,11.59,1.3
000300.SH,20231011,48098222251377.0,36847669120978.0,4068256697407.0,3057452676161.0,1106389334607.0,0.33,0.92,11.5,11.45,1.28
000300.SH,20231010,47995136615968.0,36782582433484.0,4068256530052.0,3057452508806.0,1106410167252.0,0.32,0.9,11.47,11.43,1.28
000300.SH,20231009,48359837518474.0,37053493431609.0,4068033457887.0,3057175036253.0,1106183639412.0,0.33,0.92,11.56,11.51,1.29
000300.SH,20230928,48383018869255.0,37110968027600.0,4065977698765.0,3055108012553.0,1103878878173.0,0.28,0.77,11.57,11.52,1.29
000300.SH,20230927,48464136275239.0,37193202586122.0,4065975895645.0,3055106433458.0,1103876807866.0,0.3,0.83,11.59,11.54,1.3
000300.SH,20230926,48484836187831.0,37191093638215.0,4065975404433.0,3055105942246.0,1103876807866.0,0.26,0.71,11.59,11.55,1.3
000300.SH,20230925,48777468894500.0,37383129501512.0,4065975404433.0,3055105881766.0,1103876747386.0,0.3,0.84,11.66,11.62,1.3
